student_id,stage,timestamp,duration_sec,success,age,gender,school_type,device,prior_engagement_score,sessions_count,avg_session_duration_min,completed_application
3311078b,Complete_Application,2025-01-01,100,1,16,M,State,Desktop,88.89518108581701,5,11.023483146974508,1
0e2edf19,Login,2025-01-01,100,1,18,M,State,Desktop,50.130628085017335,8,15.591458801407255,0
0e2edf19,Browse_Courses,2025-01-01,100,1,18,M,State,Desktop,50.130628085017335,8,15.591458801407255,0
0e2edf19,View_Details,2025-01-01,100,1,18,M,State,Desktop,50.130628085017335,8,15.591458801407255,0
478faa6f,Login,2025-01-01,100,1,15,M,State,Mobile,40.33631989391761,8,3.1992862282456276,0
478faa6f,Browse_Courses,2025-01-01,100,1,15,M,State,Mobile,40.33631989391761,8,3.1992862282456276,0
478faa6f,View_Details,2025-01-01,100,1,15,M,State,Mobile,40.33631989391761,8,3.1992862282456276,0
c7cae23d,Login,2025-01-01,100,1,17,F,State,Mobile,33.869190873422546,9,11.60789654998273,1
c7cae23d,Browse_Courses,2025-01-01,100,1,17,F,State,Mobile,33.869190873422546,9,11.60789654998273,1
c7cae23d,View_Details,2025-01-01,100,1,17,F,State,Mobile,33.869190873422546,9,11.60789654998273,1
c7cae23d,Start_Application,2025-01-01,100,1,17,F,State,Mobile,33.869190873422546,9,11.60789654998273,1
c7cae23d,Complete_Application,2025-01-01,100,1,17,F,State,Mobile,33.869190873422546,9,11.60789654998273,1
0b2140d0,Login,2025-01-01,100,1,15,M,Private,Desktop,76.12655180713409,11,15.70264104474191,1
0b2140d0,Browse_Courses,2025-01-01,100,1,15,M,Private,Desktop,76.12655180713409,11,15.70264104474191,1
0b2140d0,View_Details,2025-01-01,100,1,15,M,Private,Desktop,76.12655180713409,11,15.70264104474191,1
0b2140d0,Start_Application,2025-01-01,100,1,15,M,Private,Desktop,76.12655180713409,11,15.70264104474191,1
0b2140d0,Complete_Application,2025-01-01,100,1,15,M,Private,Desktop,76.12655180713409,11,15.70264104474191,1
1e229ac5,Login,2025-01-01,100,1,17,F,Private,Desktop,54.880432280099114,8,24.55727928099894,1
1e229ac5,Browse_Courses,2025-01-01,100,1,17,F,Private,Desktop,54.880432280099114,8,24.55727928099894,1
1e229ac5,View_Details,2025-01-01,100,1,17,F,Private,Desktop,54.880432280099114,8,24.55727928099894,1
1e229ac5,Start_Application,2025-01-01,100,1,17,F,Private,Desktop,54.880432280099114,8,24.55727928099894,1
1e229ac5,Complete_Application,2025-01-01,100,1,17,F,Private,Desktop,54.880432280099114,8,24.55727928099894,1
c541a515,Login,2025-01-01,100,1,18,F,Private,Mobile,56.194353974004024,9,12.49926116159575,1
c541a515,Browse_Courses,2025-01-01,100,1,18,F,Private,Mobile,56.194353974004024,9,12.49926116159575,1
c541a515,View_Details,2025-01-01,100,1,18,F,Private,Mobile,56.194353974004024,9,12.49926116159575,1
c541a515,Start_Application,2025-01-01,100,1,18,F,Private,Mobile,56.194353974004024,9,12.49926116159575,1
c541a515,Complete_Application,2025-01-01,100,1,18,F,Private,Mobile,56.194353974004024,9,12.49926116159575,1
14094754,Login,2025-01-01,100,1,14,M,Private,Mobile,57.611974326200404,11,5.032781199126223,1
14094754,Browse_Courses,2025-01-01,100,1,14,M,Private,Mobile,57.611974326200404,11,5.032781199126223,1
14094754,View_Details,2025-01-01,100,1,14,M,Private,Mobile,57.611974326200404,11,5.032781199126223,1
14094754,Start_Application,2025-01-01,100,1,14,M,Private,Mobile,57.611974326200404,11,5.032781199126223,1
14094754,Complete_Application,2025-01-01,100,1,14,M,Private,Mobile,57.611974326200404,11,5.032781199126223,1
8ce40c5a,Login,2025-01-01,100,1,17,M,State,Mobile,75.19414327004672,8,13.322719898418168,1
8ce40c5a,Browse_Courses,2025-01-01,100,1,17,M,State,Mobile,75.19414327004672,8,13.322719898418168,1
8ce40c5a,View_Details,2025-01-01,100,1,17,M,State,Mobile,75.19414327004672,8,13.322719898418168,1
8ce40c5a,Start_Application,2025-01-01,100,1,17,M,State,Mobile,75.19414327004672,8,13.322719898418168,1
8ce40c5a,Complete_Application,2025-01-01,100,1,17,M,State,Mobile,75.19414327004672,8,13.322719898418168,1
0483bd1b,Login,2025-01-01,100,1,15,F,State,Mobile,57.307052490361194,7,10.467445567279277,1
0483bd1b,Browse_Courses,2025-01-01,100,1,15,F,State,Mobile,57.307052490361194,7,10.467445567279277,1
0483bd1b,View_Details,2025-01-01,100,1,15,F,State,Mobile,57.307052490361194,7,10.467445567279277,1
0483bd1b,Start_Application,2025-01-01,100,1,15,F,State,Mobile,57.307052490361194,7,10.467445567279277,1
0483bd1b,Complete_Application,2025-01-01,100,1,15,F,State,Mobile,57.307052490361194,7,10.467445567279277,1
6ae09e08,Login,2025-01-01,100,1,18,M,Private,Mobile,95.1608066824894,4,19.417428440458906,1
6ae09e08,Browse_Courses,2025-01-01,100,1,18,M,Private,Mobile,95.1608066824894,4,19.417428440458906,1
6ae09e08,View_Details,2025-01-01,100,1,18,M,Private,Mobile,95.1608066824894,4,19.417428440458906,1
6ae09e08,Start_Application,2025-01-01,100,1,18,M,Private,Mobile,95.1608066824894,4,19.417428440458906,1
6ae09e08,Complete_Application,2025-01-01,100,1,18,M,Private,Mobile,95.1608066824894,4,19.417428440458906,1
60c8760d,Login,2025-01-01,100,1,17,F,Private,Desktop,62.00640861081344,11,12.296757389102167,1
60c8760d,Browse_Courses,2025-01-01,100,1,17,F,Private,Desktop,62.00640861081344,11,12.296757389102167,1
60c8760d,View_Details,2025-01-01,100,1,17,F,Private,Desktop,62.00640861081344,11,12.296757389102167,1
60c8760d,Start_Application,2025-01-01,100,1,17,F,Private,Desktop,62.00640861081344,11,12.296757389102167,1
60c8760d,Complete_Application,2025-01-01,100,1,17,F,Private,Desktop,62.00640861081344,11,12.296757389102167,1
fdb8c7b3,Login,2025-01-01,100,1,14,M,Private,Mobile,75.92677150437481,3,2.0,1
fdb8c7b3,Browse_Courses,2025-01-01,100,1,14,M,Private,Mobile,75.92677150437481,3,2.0,1
fdb8c7b3,View_Details,2025-01-01,100,1,14,M,Private,Mobile,75.92677150437481,3,2.0,1
fdb8c7b3,Start_Application,2025-01-01,100,1,14,M,Private,Mobile,75.92677150437481,3,2.0,1
fdb8c7b3,Complete_Application,2025-01-01,100,1,14,M,Private,Mobile,75.92677150437481,3,2.0,1
b000ae59,Login,2025-01-01,100,1,14,M,State,Desktop,72.0785978685661,13,44.53299600958243,1
b000ae59,Browse_Courses,2025-01-01,100,1,14,M,State,Desktop,72.0785978685661,13,44.53299600958243,1
b000ae59,View_Details,2025-01-01,100,1,14,M,State,Desktop,72.0785978685661,13,44.53299600958243,1
b000ae59,Start_Application,2025-01-01,100,1,14,M,State,Desktop,72.0785978685661,13,44.53299600958243,1
b000ae59,Complete_Application,2025-01-01,100,1,14,M,State,Desktop,72.0785978685661,13,44.53299600958243,1
180b2b62,Login,2025-01-01,100,1,16,M,State,Desktop,59.45329019612944,7,16.138906332727437,1
180b2b62,Browse_Courses,2025-01-01,100,1,16,M,State,Desktop,59.45329019612944,7,16.138906332727437,1
180b2b62,View_Details,2025-01-01,100,1,16,M,State,Desktop,59.45329019612944,7,16.138906332727437,1
180b2b62,Start_Application,2025-01-01,100,1,16,M,State,Desktop,59.45329019612944,7,16.138906332727437,1
180b2b62,Complete_Application,2025-01-01,100,1,16,M,State,Desktop,59.45329019612944,7,16.138906332727437,1
850f4681,Login,2025-01-01,100,1,16,F,Private,Mobile,51.19543520969305,10,15.713532082468634,1
850f4681,Browse_Courses,2025-01-01,100,1,16,F,Private,Mobile,51.19543520969305,10,15.713532082468634,1
850f4681,View_Details,2025-01-01,100,1,16,F,Private,Mobile,51.19543520969305,10,15.713532082468634,1
850f4681,Start_Application,2025-01-01,100,1,16,F,Private,Mobile,51.19543520969305,10,15.713532082468634,1
850f4681,Complete_Application,2025-01-01,100,1,16,F,Private,Mobile,51.19543520969305,10,15.713532082468634,1
634792da,Login,2025-01-01,100,1,15,M,Private,Mobile,64.9794589284983,4,2.668720224023744,1
634792da,Browse_Courses,2025-01-01,100,1,15,M,Private,Mobile,64.9794589284983,4,2.668720224023744,1
634792da,View_Details,2025-01-01,100,1,15,M,Private,Mobile,64.9794589284983,4,2.668720224023744,1
634792da,Start_Application,2025-01-01,100,1,15,M,Private,Mobile,64.9794589284983,4,2.668720224023744,1
634792da,Complete_Application,2025-01-01,100,1,15,M,Private,Mobile,64.9794589284983,4,2.668720224023744,1
116c38ac,Login,2025-01-01,100,1,17,F,Private,Desktop,67.6514809681091,13,3.283445872307105,1
116c38ac,Browse_Courses,2025-01-01,100,1,17,F,Private,Desktop,67.6514809681091,13,3.283445872307105,1
116c38ac,View_Details,2025-01-01,100,1,17,F,Private,Desktop,67.6514809681091,13,3.283445872307105,1
116c38ac,Start_Application,2025-01-01,100,1,17,F,Private,Desktop,67.6514809681091,13,3.283445872307105,1
116c38ac,Complete_Application,2025-01-01,100,1,17,F,Private,Desktop,67.6514809681091,13,3.283445872307105,1
a207ce86,Login,2025-01-01,100,1,17,M,State,Desktop,51.41120927810209,12,14.264408338615741,1
a207ce86,Browse_Courses,2025-01-01,100,1,17,M,State,Desktop,51.41120927810209,12,14.264408338615741,1
a207ce86,View_Details,2025-01-01,100,1,17,M,State,Desktop,51.41120927810209,12,14.264408338615741,1
a207ce86,Start_Application,2025-01-01,100,1,17,M,State,Desktop,51.41120927810209,12,14.264408338615741,1
a207ce86,Complete_Application,2025-01-01,100,1,17,M,State,Desktop,51.41120927810209,12,14.264408338615741,1
bf62c180,Login,2025-01-01,100,1,16,F,State,Desktop,62.495082989259835,15,17.689370658493118,1
bf62c180,Browse_Courses,2025-01-01,100,1,16,F,State,Desktop,62.495082989259835,15,17.689370658493118,1
bf62c180,View_Details,2025-01-01,100,1,16,F,State,Desktop,62.495082989259835,15,17.689370658493118,1
bf62c180,Start_Application,2025-01-01,100,1,16,F,State,Desktop,62.495082989259835,15,17.689370658493118,1
bf62c180,Complete_Application,2025-01-01,100,1,16,F,State,Desktop,62.495082989259835,15,17.689370658493118,1
8e1258e4,Login,2025-01-01,100,1,17,M,State,Mobile,78.54307467389394,7,20.616913113414018,1
8e1258e4,Browse_Courses,2025-01-01,100,1,17,M,State,Mobile,78.54307467389394,7,20.616913113414018,1
8e1258e4,View_Details,2025-01-01,100,1,17,M,State,Mobile,78.54307467389394,7,20.616913113414018,1
8e1258e4,Start_Application,2025-01-01,100,1,17,M,State,Mobile,78.54307467389394,7,20.616913113414018,1
8e1258e4,Complete_Application,2025-01-01,100,1,17,M,State,Mobile,78.54307467389394,7,20.616913113414018,1
ae321cdc,Login,2025-01-01,100,1,17,F,Private,Mobile,91.04921608604518,9,16.899501258546085,1
ae321cdc,Browse_Courses,2025-01-01,100,1,17,F,Private,Mobile,91.04921608604518,9,16.899501258546085,1
ae321cdc,View_Details,2025-01-01,100,1,17,F,Private,Mobile,91.04921608604518,9,16.899501258546085,1
ae321cdc,Start_Application,2025-01-01,100,1,17,F,Private,Mobile,91.04921608604518,9,16.899501258546085,1
ae321cdc,Complete_Application,2025-01-01,100,1,17,F,Private,Mobile,91.04921608604518,9,16.899501258546085,1
e782079b,Login,2025-01-01,100,1,14,F,State,Mobile,72.81553980524131,6,5.512462374654925,1
e782079b,Browse_Courses,2025-01-01,100,1,14,F,State,Mobile,72.81553980524131,6,5.512462374654925,1
e782079b,View_Details,2025-01-01,100,1,14,F,State,Mobile,72.81553980524131,6,5.512462374654925,1
e782079b,Start_Application,2025-01-01,100,1,14,F,State,Mobile,72.81553980524131,6,5.512462374654925,1
e782079b,Complete_Application,2025-01-01,100,1,14,F,State,Mobile,72.81553980524131,6,5.512462374654925,1
79de28e4,Login,2025-01-01,100,1,16,F,State,Mobile,87.94139529570424,8,2.0,1
79de28e4,Browse_Courses,2025-01-01,100,1,16,F,State,Mobile,87.94139529570424,8,2.0,1
79de28e4,View_Details,2025-01-01,100,1,16,F,State,Mobile,87.94139529570424,8,2.0,1
79de28e4,Start_Application,2025-01-01,100,1,16,F,State,Mobile,87.94139529570424,8,2.0,1
79de28e4,Complete_Application,2025-01-01,100,1,16,F,State,Mobile,87.94139529570424,8,2.0,1
072b07a5,Login,2025-01-01,100,1,18,F,Private,Desktop,50.55938683190316,13,14.19822120497436,1
072b07a5,Browse_Courses,2025-01-01,100,1,18,F,Private,Desktop,50.55938683190316,13,14.19822120497436,1
072b07a5,View_Details,2025-01-01,100,1,18,F,Private,Desktop,50.55938683190316,13,14.19822120497436,1
072b07a5,Start_Application,2025-01-01,100,1,18,F,Private,Desktop,50.55938683190316,13,14.19822120497436,1
072b07a5,Complete_Application,2025-01-01,100,1,18,F,Private,Desktop,50.55938683190316,13,14.19822120497436,1
2918b56f,Login,2025-01-01,100,1,16,F,State,Mobile,70.52823378088941,10,10.728202635126976,1
2918b56f,Browse_Courses,2025-01-01,100,1,16,F,State,Mobile,70.52823378088941,10,10.728202635126976,1
2918b56f,View_Details,2025-01-01,100,1,16,F,State,Mobile,70.52823378088941,10,10.728202635126976,1
2918b56f,Start_Application,2025-01-01,100,1,16,F,State,Mobile,70.52823378088941,10,10.728202635126976,1
2918b56f,Complete_Application,2025-01-01,100,1,16,F,State,Mobile,70.52823378088941,10,10.728202635126976,1
4254ad1e,Login,2025-01-01,100,1,18,F,Private,Desktop,80.07779262871908,8,4.899426207101721,1
4254ad1e,Browse_Courses,2025-01-01,100,1,18,F,Private,Desktop,80.07779262871908,8,4.899426207101721,1
4254ad1e,View_Details,2025-01-01,100,1,18,F,Private,Desktop,80.07779262871908,8,4.899426207101721,1
4254ad1e,Start_Application,2025-01-01,100,1,18,F,Private,Desktop,80.07779262871908,8,4.899426207101721,1
4254ad1e,Complete_Application,2025-01-01,100,1,18,F,Private,Desktop,80.07779262871908,8,4.899426207101721,1
5c5608dc,Login,2025-01-01,100,1,14,M,State,Mobile,46.55500000542006,12,21.624465792845005,1
5c5608dc,Browse_Courses,2025-01-01,100,1,14,M,State,Mobile,46.55500000542006,12,21.624465792845005,1
5c5608dc,View_Details,2025-01-01,100,1,14,M,State,Mobile,46.55500000542006,12,21.624465792845005,1
5c5608dc,Start_Application,2025-01-01,100,1,14,M,State,Mobile,46.55500000542006,12,21.624465792845005,1
5c5608dc,Complete_Application,2025-01-01,100,1,14,M,State,Mobile,46.55500000542006,12,21.624465792845005,1
d1ed916b,Login,2025-01-01,100,1,15,F,Private,Desktop,52.71614831932486,8,2.395386006560093,1
d1ed916b,Browse_Courses,2025-01-01,100,1,15,F,Private,Desktop,52.71614831932486,8,2.395386006560093,1
d1ed916b,View_Details,2025-01-01,100,1,15,F,Private,Desktop,52.71614831932486,8,2.395386006560093,1
d1ed916b,Start_Application,2025-01-01,100,1,15,F,Private,Desktop,52.71614831932486,8,2.395386006560093,1
d1ed916b,Complete_Application,2025-01-01,100,1,15,F,Private,Desktop,52.71614831932486,8,2.395386006560093,1
c45542bf,Login,2025-01-01,100,1,17,F,State,Desktop,86.06857142752875,6,19.93575071565266,1
c45542bf,Browse_Courses,2025-01-01,100,1,17,F,State,Desktop,86.06857142752875,6,19.93575071565266,1
c45542bf,View_Details,2025-01-01,100,1,17,F,State,Desktop,86.06857142752875,6,19.93575071565266,1
c45542bf,Start_Application,2025-01-01,100,1,17,F,State,Desktop,86.06857142752875,6,19.93575071565266,1
c45542bf,Complete_Application,2025-01-01,100,1,17,F,State,Desktop,86.06857142752875,6,19.93575071565266,1
f3f8da07,Login,2025-01-01,100,1,14,F,Private,Mobile,45.3735171631959,13,3.718896199860149,1
f3f8da07,Browse_Courses,2025-01-01,100,1,14,F,Private,Mobile,45.3735171631959,13,3.718896199860149,1
f3f8da07,View_Details,2025-01-01,100,1,14,F,Private,Mobile,45.3735171631959,13,3.718896199860149,1
f3f8da07,Start_Application,2025-01-01,100,1,14,F,Private,Mobile,45.3735171631959,13,3.718896199860149,1
f3f8da07,Complete_Application,2025-01-01,100,1,14,F,Private,Mobile,45.3735171631959,13,3.718896199860149,1
e67965b5,Login,2025-01-01,100,1,17,M,Private,Desktop,39.88304951016434,7,16.072709484666646,1
e67965b5,Browse_Courses,2025-01-01,100,1,17,M,Private,Desktop,39.88304951016434,7,16.072709484666646,1
e67965b5,View_Details,2025-01-01,100,1,17,M,Private,Desktop,39.88304951016434,7,16.072709484666646,1
e67965b5,Start_Application,2025-01-01,100,1,17,M,Private,Desktop,39.88304951016434,7,16.072709484666646,1
e67965b5,Complete_Application,2025-01-01,100,1,17,M,Private,Desktop,39.88304951016434,7,16.072709484666646,1
9b7ec403,Login,2025-01-01,100,1,15,M,State,Mobile,82.91972360459268,12,22.471794576148973,1
9b7ec403,Browse_Courses,2025-01-01,100,1,15,M,State,Mobile,82.91972360459268,12,22.471794576148973,1
9b7ec403,View_Details,2025-01-01,100,1,15,M,State,Mobile,82.91972360459268,12,22.471794576148973,1
9b7ec403,Start_Application,2025-01-01,100,1,15,M,State,Mobile,82.91972360459268,12,22.471794576148973,1
9b7ec403,Complete_Application,2025-01-01,100,1,15,M,State,Mobile,82.91972360459268,12,22.471794576148973,1
7dd3f2ba,Login,2025-01-01,100,1,15,M,State,Mobile,77.95144837470657,8,12.296533475181807,1
7dd3f2ba,Browse_Courses,2025-01-01,100,1,15,M,State,Mobile,77.95144837470657,8,12.296533475181807,1
7dd3f2ba,View_Details,2025-01-01,100,1,15,M,State,Mobile,77.95144837470657,8,12.296533475181807,1
7dd3f2ba,Start_Application,2025-01-01,100,1,15,M,State,Mobile,77.95144837470657,8,12.296533475181807,1
7dd3f2ba,Complete_Application,2025-01-01,100,1,15,M,State,Mobile,77.95144837470657,8,12.296533475181807,1
0b57cbf5,Login,2025-01-01,100,1,14,F,State,Desktop,66.48180365975654,9,28.519358676054573,1
0b57cbf5,Browse_Courses,2025-01-01,100,1,14,F,State,Desktop,66.48180365975654,9,28.519358676054573,1
0b57cbf5,View_Details,2025-01-01,100,1,14,F,State,Desktop,66.48180365975654,9,28.519358676054573,1
0b57cbf5,Start_Application,2025-01-01,100,1,14,F,State,Desktop,66.48180365975654,9,28.519358676054573,1
0b57cbf5,Complete_Application,2025-01-01,100,1,14,F,State,Desktop,66.48180365975654,9,28.519358676054573,1
959f7f03,Login,2025-01-01,100,1,15,M,State,Desktop,59.31433868031259,12,30.34309060474803,1
959f7f03,Browse_Courses,2025-01-01,100,1,15,M,State,Desktop,59.31433868031259,12,30.34309060474803,1
959f7f03,View_Details,2025-01-01,100,1,15,M,State,Desktop,59.31433868031259,12,30.34309060474803,1
959f7f03,Start_Application,2025-01-01,100,1,15,M,State,Desktop,59.31433868031259,12,30.34309060474803,1
959f7f03,Complete_Application,2025-01-01,100,1,15,M,State,Desktop,59.31433868031259,12,30.34309060474803,1
93c67979,Login,2025-01-01,100,1,18,M,Private,Mobile,53.42213241592527,7,16.897400000157244,1
93c67979,Browse_Courses,2025-01-01,100,1,18,M,Private,Mobile,53.42213241592527,7,16.897400000157244,1
93c67979,View_Details,2025-01-01,100,1,18,M,Private,Mobile,53.42213241592527,7,16.897400000157244,1
93c67979,Start_Application,2025-01-01,100,1,18,M,Private,Mobile,53.42213241592527,7,16.897400000157244,1
93c67979,Complete_Application,2025-01-01,100,1,18,M,Private,Mobile,53.42213241592527,7,16.897400000157244,1
2060244e,Login,2025-01-01,100,1,15,F,State,Mobile,64.22923310713577,6,19.331082964722185,1
2060244e,Browse_Courses,2025-01-01,100,1,15,F,State,Mobile,64.22923310713577,6,19.331082964722185,1
2060244e,View_Details,2025-01-01,100,1,15,F,State,Mobile,64.22923310713577,6,19.331082964722185,1
2060244e,Start_Application,2025-01-01,100,1,15,F,State,Mobile,64.22923310713577,6,19.331082964722185,1
2060244e,Complete_Application,2025-01-01,100,1,15,F,State,Mobile,64.22923310713577,6,19.331082964722185,1
d47ae066,Login,2025-01-01,100,1,17,F,State,Desktop,83.69710436102325,13,23.485670930532155,1
d47ae066,Browse_Courses,2025-01-01,100,1,17,F,State,Desktop,83.69710436102325,13,23.485670930532155,1
d47ae066,View_Details,2025-01-01,100,1,17,F,State,Desktop,83.69710436102325,13,23.485670930532155,1
d47ae066,Start_Application,2025-01-01,100,1,17,F,State,Desktop,83.69710436102325,13,23.485670930532155,1
d47ae066,Complete_Application,2025-01-01,100,1,17,F,State,Desktop,83.69710436102325,13,23.485670930532155,1
80231ef1,Login,2025-01-01,100,1,17,M,State,Desktop,63.57849189213114,18,19.355410979883917,1
80231ef1,Browse_Courses,2025-01-01,100,1,17,M,State,Desktop,63.57849189213114,18,19.355410979883917,1
80231ef1,View_Details,2025-01-01,100,1,17,M,State,Desktop,63.57849189213114,18,19.355410979883917,1
80231ef1,Start_Application,2025-01-01,100,1,17,M,State,Desktop,63.57849189213114,18,19.355410979883917,1
80231ef1,Complete_Application,2025-01-01,100,1,17,M,State,Desktop,63.57849189213114,18,19.355410979883917,1
6f4df264,Login,2025-01-01,100,1,17,F,Private,Mobile,92.50438900870449,10,18.49794574078835,1
6f4df264,Browse_Courses,2025-01-01,100,1,17,F,Private,Mobile,92.50438900870449,10,18.49794574078835,1
6f4df264,View_Details,2025-01-01,100,1,17,F,Private,Mobile,92.50438900870449,10,18.49794574078835,1
6f4df264,Start_Application,2025-01-01,100,1,17,F,Private,Mobile,92.50438900870449,10,18.49794574078835,1
6f4df264,Complete_Application,2025-01-01,100,1,17,F,Private,Mobile,92.50438900870449,10,18.49794574078835,1
456e35cf,Login,2025-01-01,100,1,17,F,Private,Desktop,46.53087021539655,10,10.807444777791297,1
456e35cf,Browse_Courses,2025-01-01,100,1,17,F,Private,Desktop,46.53087021539655,10,10.807444777791297,1
